-72.531266212,-13.992029757
-73.682631254,-11.23852662
-73.73216629,-11.052660631
-75.690028667,-14.032004699
-75.768467188,-13.969069284
-71.416283727,-12.930408252
-80.251414776,-3.694722345
-76.6739434,-11.919911691
-77.322463989,-6.472756346
-79.672964215,-5.016080824
-79.760484695,-5.944753271
-77.550237179,-9.408038645
-76.819764376,-6.418134607
-73.743426204,-12.693435772
-78.51179147,-5.39164889
-79.61153577,-5.39955389
-80.61220295,-5.39985122
-78.92403222,-5.40194122
-78.53878102,-5.39925039
-78.465892438,-6.504987316
-77.401481667,-9.012625
-77.808623333,-6.643025
-74.14069602,-14.44505879
-72.89834564,-14.44481253
-71.28177777,-14.44475305
-72.78133927,-14.4447209
-69.389521667,-14.456891667
-74.4288554,-14.44462241
-72.75318151,-14.44459604
-70.21875602,-14.44459091
-73.09942514,-14.44444091
-74.7033599,-14.44436192
-72.07470702,-14.44433978
-70.052359309,-14.440693833
-78.4003594,-5.44237689
-78.64635281,-5.43560753
-80.72553016,-5.44127264
-80.94187477,-5.44087477
-80.76834353,-5.4404939
-78.96184693,-5.43546625
-78.46228563,-5.43697005
-80.58287502,-5.43710352
-78.64636066,-5.43658515
-78.8220689,-5.43645777
-79.01100932,-5.38837695
-79.08415561,-5.48154016
-80.7376639,-5.39974927
-78.76590496,-5.38701935
-79.00451552,-5.39738214
-79.01406241,-5.39728178
-80.69966628,-5.39660502
-78.41671973,-5.38806852
-79.00544011,-5.39678049
-75.87258802,-5.39902989
-78.431308333,-5.394426667
-78.5462034,-5.39839877
-78.98878515,-5.40749802
-78.50166415,-5.4176341
-78.53556515,-5.40722727
-78.81359937,-5.40690698
-74.15783618,-5.40483938
-78.89106468,-5.3972791
-78.96029302,-5.39477159
-79.02747773,-5.42256291
-79.61267703,-5.40760727
-76.58593303,-9.90929989
-76.7759364,-9.90921003
-77.290648,-9.908468
-76.6643554,-9.90909552
-76.54669128,-9.90906827
-76.7487359,-9.9090254
-76.04091627,-9.90879565
-76.53895585,-9.90876714
-77.61762578,-9.90875265
-76.02618539,-9.90731937
-75.999593333,-9.894546667
-76.86603953,-9.90842165
-76.62395703,-9.90834252
-77.65897214,-9.90832565
-77.65640127,-9.90114652
-75.21075043,-9.90109912
-76.53649615,-9.90093078
-76.5628004,-9.87436803
-76.91725915,-9.88131253
-76.5911942,-9.87827405
-76.247156564,-9.897886541
-73.94600644,-9.87760887
